code,schemeType,fundType,schemeCategory,plan,schemeMin,sip,investmentObjective,aum,risk,fundManager,schemeName,returnsInception,returnsYear1,returnsYear3,returnsYear5,returnsYear10,ISIN,expenseRatio,taxPeriod,navCode
DS840-DP,Open Ended,Hybrid,Equity,DIVIDEND QUARTERLY,500,Y,The investment objective of the Scheme is to generate income through investments in fixed income securities and using arbitrage and other derivative Strategies. The Scheme also intends to generate long-term capital appreciation by investing a portion of the Scheme’s assets in equity and equity related instruments.,7560,5.93461,Gopal Agrawal; Jay Kothari; Saurabh Bhatia,DSP Equity Saving Quarterly Dividend Payout Direct Plan,6.3363,-1.8253,4.0998,0,1.82,INF740KA1553,0.26,1095,136570
DS840-DR,Open Ended,Hybrid,Equity,DIVIDEND QUARTERLY,500,Y,The investment objective of the Scheme is to generate income through investments in fixed income securities and using arbitrage and other derivative Strategies. The Scheme also intends to generate long-term capital appreciation by investing a portion of the Scheme’s assets in equity and equity related instruments.,7560,5.93461,Gopal Agrawal; Jay Kothari; Saurabh Bhatia,DSP Equity Saving Quarterly Dividend Reinvest Direct Plan,6.3363,-1.8253,4.0998,0,5.69,INF740KA1553,0.26,1095,136570
DS842-GR,Open Ended,Others,Equity,GROWTH,500,Y,To invest in companies which are constituents of NIFTY 50 Equal Weight Index (underlying Index) in the same proportion as in the index and seeks to generate returns that are commensurate (before fees and expenses) with the performance of the underlying Index.,930,15.8923,Anil Ghelani,DSP Equal Nifty 50 Growth Direct Plan,-9.7569,-21.8364,0,0,4.54,INF740KA1CR7,0.3,1095,141877
DS843-DP,Open Ended,Others,Equity,AS N WHEN,500,Y,To invest in companies which are constituents of NIFTY 50 Equal Weight Index (underlying Index) in the same proportion as in the index and seeks to generate returns that are commensurate (before fees and expenses) with the performance of the underlying Index.,930,15.8923,Anil Ghelani,DSP Equal Nifty 50 Dividend Payout Direct Plan,-9.7569,-21.8364,0,0,6.06,INF740KA1CS5,0.3,1095,141878
DS843-DR,Open Ended,Others,Equity,AS N WHEN,500,Y,To invest in companies which are constituents of NIFTY 50 Equal Weight Index (underlying Index) in the same proportion as in the index and seeks to generate returns that are commensurate (before fees and expenses) with the performance of the underlying Index.,930,15.8923,Anil Ghelani,DSP Equal Nifty 50 Dividend Reinvest Direct Plan,-9.7569,-21.8364,0,0,2.43,INF740KA1CS5,0.3,1095,141878
LTLARDM-DR,Open Ended,Hybrid,Equity,DIVIDEND MONTHLY,5000,Y,To seek to generate reasonable returns by predominantly investing in arbitrage opportunities in the cash and derivatives segments of the equity markets and by investing balance in debt and money market instruments.,7960,2.14593,Venugopal M; Praveen Ayathan; Jalpan Shah; Alok Ranjan,L&T Arbitrage Opportunities Monthly Dividend Reinvest Direct Plan,7.0378,6.2917,6.4364,6.8115,9.46,INF917K01QS3,0.3,1095,130447
LTLARDQ-DP,Open Ended,Hybrid,Equity,DIVIDEND QUARTERLY,5000,Y,To seek to generate reasonable returns by predominantly investing in arbitrage opportunities in the cash and derivatives segments of the equity markets and by investing balance in debt and money market instruments.,7960,3.07417,Venugopal M; Praveen Ayathan; Jalpan Shah; Alok Ranjan,L&T Arbitrage Opportunities Quarterly Dividend Payout Direct Plan,6.9642,6.3045,6.2951,6.7253,7.17,INF917K01QU9,0.3,1095,130448
LTLARDQ-DR,Open Ended,Hybrid,Equity,DIVIDEND QUARTERLY,5000,Y,To seek to generate reasonable returns by predominantly investing in arbitrage opportunities in the cash and derivatives segments of the equity markets and by investing balance in debt and money market instruments.,7960,3.07417,Venugopal M; Praveen Ayathan; Jalpan Shah; Alok Ranjan,L&T Arbitrage Opportunities Quarterly Dividend Reinvest Direct Plan,6.9642,6.3045,6.2951,6.7253,2.57,INF917K01QU9,0.3,1095,130448
LTLRCDG-GR,Open Ended,Debt,Debt - Bonds,GROWTH,5000,Y,To seek to generate income by investing primarily in debt and money market securities.,17550,1.88562,Shriram Ramanathan; Vikas Garg,L&T Resurgent India Bond Growth Direct Plan,8.6507,9.3781,7.6129,8.5727,6.04,INF917K01TK4,0.99,1095,133604
LTLRCDD-DP,Open Ended,Debt,Debt - Bonds,DIVIDEND MONTHLY,5000,Y,To seek to generate income by investing primarily in debt and money market securities.,17550,2.559,Shriram Ramanathan; Vikas Garg,L&T Resurgent India Bond Dividend Payout Direct Plan,6.9281,7.6863,5.8345,6.8158,11.27,INF917K01TL2,0.32,1095,133606
LTLRCDD-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND MONTHLY,5000,Y,To seek to generate income by investing primarily in debt and money market securities.,17550,2.559,Shriram Ramanathan; Vikas Garg,L&T Resurgent India Bond Dividend Reinvest Direct Plan,6.9281,7.6863,5.8345,6.8158,11.93,INF917K01TL2,0.32,1095,133606
LTFCADD-DP,Open Ended,Hybrid,Equity,DIVIDEND ANNUAL,5000,Y,To seek to generate long-term capital appreciation from a diversifi ed portfolio of predominantly equity and equity related securities and to generate reasonable returns through a portfolio of debt and money market instruments.,68700,11.2165,Venugopal M; Vihang Naik,L&T Hybrid Equity Annual Dividend Payout Direct Plan,0,-8.5139,2.3348,4.4725,6.63,INF917K01TX7,0.32,1095,133871
LTFCADD-DR,Open Ended,Hybrid,Equity,DIVIDEND ANNUAL,5000,Y,To seek to generate long-term capital appreciation from a diversifi ed portfolio of predominantly equity and equity related securities and to generate reasonable returns through a portfolio of debt and money market instruments.,68700,11.2165,Venugopal M; Vihang Naik,L&T Hybrid Equity Annual Dividend Reinvest Direct Plan,0,-8.5139,2.3348,4.4725,10.95,INF917K01TX7,0.32,1095,133871
LT228D-GR,Open Ended,Debt,Debt - Bonds,GROWTH,10000,Y,To generate regular returns and capital appreciation by investing predominantly in AA and below rated corporate bonds; debt; government securities and money market instruments.,16410,1.95383,Bekxy Kuriakose; Shriram Ramanathan; Vikas Garg,L&T Credit Risk Growth Direct Plan,7.9476,3.6789,5.8248,7.4488,5.87,INF917K01UH8,0.9,1095,119786
LT227D-DP,Open Ended,Debt,Debt - Bonds,DIVIDEND MONTHLY,10000,Y,To generate regular returns and capital appreciation by investing predominantly in AA and below rated corporate bonds; debt; government securities and money market instruments.,16410,2.94054,Shriram Ramanathan; Vikas Garg,L&T Credit Risk Dividend Reinvest Direct Plan,5.9356,1.9978,3.8645,5.3989,8.28,INF917K01UI6,0.9,1095,119785
601-DP,Open Ended,Equity,Equity,AS N WHEN,5000,Y,To achieve capital appreciation through investments in relatively smaller; faster growing companies.,74750,16.5452,R. Janakiraman; Hari Shyamsunder; Pyari Menon,Franklin India Prima Dividend Payout Direct Plan,14.665,-12.1184,1.6888,5.3244,10.72,INF090I01FI7,0.9,1095,118532
601-DR,Open Ended,Equity,Equity,AS N WHEN,5000,Y,To achieve capital appreciation through investments in relatively smaller; faster growing companies.,74750,16.5452,R. Janakiraman; Hari Shyamsunder; Pyari Menon,Franklin India Prima Dividend Reinvest Direct Plan,14.665,-12.1184,1.6888,5.3244,2.44,INF090I01FJ5,1,365,118532
418-GR,Open Ended,Equity,Equity,GROWTH,5000,Y,To provide growth of capital plus regular dividend through investment in equities; fixed income securities and money market instruments.,101020,13.4686,Anand Radhakrishnan; R. Janakiraman; Pyari Menon,Franklin India Equity Growth Direct Plan,10.2462,-18.3037,-0.837,2.3669,10.11,INF090I01FK3,1,365,118535
602-DP,Open Ended,Equity,Equity,AS N WHEN,5000,Y,To provide growth of capital plus regular dividend through investment in equities; fixed income securities and money market instruments.,101020,15.6805,Anand Radhakrishnan; R. Janakiraman; Pyari Menon,Franklin India Equity Dividend Payout Direct Plan,10.2459,-18.3038,-0.8373,2.3667,5.8,INF090I01FL1,1,365,118534
602-DR,Open Ended,Equity,Equity,AS N WHEN,5000,Y,To provide growth of capital plus regular dividend through investment in equities; fixed income securities and money market instruments.,101020,15.6805,Anand Radhakrishnan; R. Janakiraman; Pyari Menon,Franklin India Equity Dividend Reinvest Direct Plan,10.2459,-18.3038,-0.8373,2.3667,10.71,INF090I01FM9,0.35,1095,118534
419-GR,Open Ended,Equity,Equity,GROWTH,5000,Y,An open end equity fund which aims to provide medium to long term capital appreciation.,58370,14.0888,Anand Radhakrishnan; Roshi Jain; Pyari Menon,Franklin India Bluechip Growth Direct Plan,7.3454,-18.4804,-1.4091,1.5251,6.28,INF090I01FN7,0.64,1095,118531
606-DP,Open Ended,Equity,Equity,AS N WHEN,5000,Y,An open end equity fund which aims to provide medium to long term capital appreciation.,58370,17.22,Anand Radhakrishnan; Roshi Jain; Pyari Menon,Franklin India Bluechip Dividend Payout Direct Plan,7.3461,-18.4819,-1.4099,1.5247,9.31,INF090I01FO5,0.64,1095,118462
606-DR,Open Ended,Equity,Equity,AS N WHEN,5000,Y,An open end equity fund which aims to provide medium to long term capital appreciation.,58370,17.22,Anand Radhakrishnan; Roshi Jain; Pyari Menon,Franklin India Bluechip Dividend Reinvest Direct Plan,7.3461,-18.4819,-1.4099,1.5247,6.17,INF090I01FP2,0.64,1095,118462
420-DP,Open Ended,Debt,Debt - Bonds,DIVIDEND MONTHLY,10000,Y,The investment objective of the Scheme is primarily to provide investors Regular income and Capital appreciation. ,15120,3.39856,Santosh Kamath; Sachin Padwal-Desai; Umesh Sharma,Franklin India Corporate Debt A Monthly Dividend Payout Direct Plan,7.298,7.1697,6.14,6.2968,0.01,INF090I01FQ0,1.76,365,118571
420-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND MONTHLY,10000,Y,The investment objective of the Scheme is primarily to provide investors Regular income and Capital appreciation. ,15120,3.39856,Santosh Kamath; Sachin Padwal-Desai; Umesh Sharma,Franklin India Corporate Debt A Monthly Dividend Reinvest Direct Plan,7.298,7.1697,6.14,6.2968,7.96,INF090I01FR8,1.76,365,118571
D257-GR,Open Ended,Others,Equity,GROWTH,5000,Y,The investment objective of the scheme is to replicate the Nifty 50 by investing in securities of the Nifty 50 in the same proportion / wightage. However; there is no assurance or guarantee that the objectives of the scheme will be realized and the scheme does not assure or guarantee any returns .,1810,14.6522,Arpit Kapoor; Sumit Agarwal,IDFC Nifty Growth Direct Plan,7.7953,-13.8477,3.6146,2.8713,10.25,INF194K012A8,1.76,365,118482
D241-GR,Open Ended,Others,Debt - Bonds,GROWTH,5000,Y,The investment objective of the scheme is to provide diversification across asset classes and generate a mix of capital appreciation and income predominantly through investment in equity funds and debt funds of IDFC Mutual Fund based on a defined asset allocation model.,140,8.01078,Arpit Kapoor,IDFC Asset Allocation Fund Of Fund Aggressive Growth Direct Plan,6.9745,-8.042,2.0106,3.4202,10.15,INF194K012B6,1.97,365,118485
IDDDHB-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND SEMI-ANNUALLY,5000,N,The investment objective of the scheme is to generate optimal returns with high liquidity by active management of the portfolio; by investing in high quality money market & debt instruments.,20770,7.67183,Suyash Choudhary,IDFC Dynamic Bond Half Yearly Dividend Reinvest Direct Plan,6.5108,10.1399,6.5242,6.1839,4.57,INF194K012P6,1.97,365,122618
D258-DP,Open Ended,Others,Equity,AS N WHEN,5000,Y,The investment objective of the scheme is to replicate the Nifty 50 by investing in securities of the Nifty 50 in the same proportion / wightage. However; there is no assurance or guarantee that the objectives of the scheme will be realized and the scheme does not assure or guarantee any returns .,1810,14.6626,Arpit Kapoor; Sumit Agarwal,IDFC Nifty Dividend Payout Direct Plan,7.8328,-13.8483,3.6141,2.8703,9.54,INF194K013A6,1.97,365,118483
IDD258-DR,Open Ended,Others,Equity,AS N WHEN,5000,N,The investment objective of the scheme is to replicate the Nifty 50 by investing in securities of the Nifty 50 in the same proportion / wightage. However; there is no assurance or guarantee that the objectives of the scheme will be realized and the scheme does not assure or guarantee any returns .,1810,14.6626,Arpit Kapoor; Sumit Agarwal,IDFC Nifty Dividend Reinvest Direct Plan,7.8328,-13.8483,3.6141,2.8703,5.46,INF194K013A6,2.29,365,118483
D242-DP,Open Ended,Others,Debt - Bonds,AS N WHEN,5000,Y,The investment objective of the scheme is to provide diversification across asset classes and generate a mix of capital appreciation and income predominantly through investment in equity funds and debt funds of IDFC Mutual Fund based on a defined asset allocation model.,140,8.12216,Arpit Kapoor,IDFC Asset Allocation Fund Of Fund Aggressive Dividend Payout Direct Plan,6.1081,-8.4585,1.0794,2.6497,2.18,INF194K013B4,2.29,365,118484
IDD242-DR,Open Ended,Others,Debt - Bonds,AS N WHEN,5000,N,The investment objective of the scheme is to provide diversification across asset classes and generate a mix of capital appreciation and income predominantly through investment in equity funds and debt funds of IDFC Mutual Fund based on a defined asset allocation model.,140,8.12216,Arpit Kapoor,IDFC Asset Allocation Fund Of Fund Aggressive Dividend Reinvest Direct Plan,6.1081,-8.4585,1.0794,2.6497,2.57,INF194K013B4,2.29,365,118484
D258-DR,Open Ended,Others,Equity,AS N WHEN,5000,N,The investment objective of the scheme is to replicate the Nifty 50 by investing in securities of the Nifty 50 in the same proportion / wightage. However; there is no assurance or guarantee that the objectives of the scheme will be realized and the scheme does not assure or guarantee any returns .,1810,14.6626,Arpit Kapoor; Sumit Agarwal,IDFC Nifty Dividend Reinvest Direct Plan,7.8328,-13.8483,3.6141,2.8703,4.35,INF194K014A4,2.29,365,118483
D243-GR,Open Ended,Hybrid,Debt - Bonds,GROWTH,5000,Y,The primary objective of the Scheme is to generate regular returns through investment predominantly in debt instruments. The secondary objective of the Scheme is to generate long-term capital appreciation by investing a portion of the Scheme’s total assets in equity securities.,1920,4.57719,Anurag Mittal; Sumit Agarwal,IDFC Regular Saving Growth Direct Plan,8.6043,4.4498,5.6426,6.723,5.63,INF194K015B9,2.29,365,118491
D280-GR,Open Ended,Debt,Debt - Bonds,GROWTH,5000,Y,To generate returns through investments in debt and money market instruments predominantly issued by entities such as Banks; Public sector undertakings (PSUs) and Public Financial Institutions (PFIs).,140680,1.19535,Anurag Mittal,IDFC Banking & PSU Debt Growth Direct Plan,8.5555,10.7922,8.4479,8.3068,3.56,INF194K015G8,2.29,365,121279
MASTD2-DP,Open Ended,Debt,Debt - Bonds,AS N WHEN,5000,Y,to generate returns through an actively managed diversified portfolio of debt and money market instruments with Macaulay duration of the portfolio between 1 year to 3 years.,3350,1.12694,Mahendra Jajoo,Mirae Asset Short Term Dividend Payout Direct Plan,8.4404,9.7008,0,0,9.85,INF769K01DY4,2.29,365,142640
MASTD2-DR,Open Ended,Debt,Debt - Bonds,AS N WHEN,5000,Y,to generate returns through an actively managed diversified portfolio of debt and money market instruments with Macaulay duration of the portfolio between 1 year to 3 years.,3350,1.12694,Mahendra Jajoo,Mirae Asset Short Term Dividend Reinvest Direct Plan,8.4404,9.7008,0,0,3.84,INF769K01DZ1,0.88,365,142640
